SiteInfor,Country,Latitude,Longitude,Elevation,MAT,MAP,ClimateType,SamplingDepth,SamplingThickness,SandPerc,SiltPerc,ClayPerc,Texture,SoilpH,CoverCrop,CoverCropGroup,GrainCrop,GrainCropGroup,Tillage_C,Tillage_T,Fertilization_C,Fertilization_T,Conservation_Type,ControlDescription,Yield_C,Yield_T,Weed_C,Weed_T
,USA,38.63,-75.46,10.8,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Corn,Corn,No tillage,No tillage,Composted poultry manure,Composted poultry manure,CC-NT,No cover crop,8517,8210,,
,USA,38.63,-75.46,10.8,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Corn,Corn,No tillage,No tillage,Commercial fertilizer,Commercial fertilizer,CC-NT,No cover crop,7764,8391,,
,USA,38.63,-75.46,10.8,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Corn,Corn,No tillage,No tillage,Commercial fertilizer,Commercial fertilizer,CC-NT,No cover crop,,,,
,USA,38.63,-75.46,10.8,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Corn,Corn,Conventional tillage,Conventional tillage,Poultry manure,Poultry manure,CC,No cover crop,8210,7539,,
,USA,38.63,-75.46,10.8,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Corn,Corn,Conventional tillage,Conventional tillage,Composted poultry manure,Composted poultry manure,CC,No cover crop,8963,8109,,
,USA,38.63,-75.46,10.8,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Corn,Corn,Conventional tillage,Conventional tillage,Commercial fertilizer,Commercial fertilizer,CC,No cover crop,8957,8379,,
,USA,38.63,-75.46,10.8,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Corn,Corn,Conventional tillage,Conventional tillage,Commercial fertilizer,Commercial fertilizer,CC,No cover crop,,,,
,USA,38.63,-75.46,10.8,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Corn,Corn,No tillage,No tillage,Poultry manure,Poultry manure,CC-NT,No cover crop,7009,7323,,
,USA,38.63,-75.46,10.8,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Corn,Corn,No tillage,No tillage,Composted poultry manure,Composted poultry manure,CC-NT,No cover crop,6475,7025,,
,USA,38.63,-75.46,10.8,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Corn,Corn,No tillage,No tillage,Commercial fertilizer,Commercial fertilizer,CC-NT,No cover crop,6617,7291,,
,USA,38.63,-75.46,10.8,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Corn,Corn,No tillage,No tillage,Commercial fertilizer,Commercial fertilizer,CC-NT,No cover crop,,,,
,USA,38.63,-75.46,10.8,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Corn,Corn,Conventional tillage,Conventional tillage,Poultry manure,Poultry manure,CC,No cover crop,8593,8059,,
,USA,38.63,-75.46,10.8,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Corn,Corn,Conventional tillage,Conventional tillage,Composted poultry manure,Composted poultry manure,CC,No cover crop,7558,7401,,
,USA,38.63,-75.46,10.8,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Corn,Corn,Conventional tillage,Conventional tillage,Commercial fertilizer,Commercial fertilizer,CC,No cover crop,7777,7605,,
,USA,38.63,-75.46,10.8,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Corn,Corn,Conventional tillage,Conventional tillage,Commercial fertilizer,Commercial fertilizer,CC,No cover crop,,,,
,USA,38.63,-75.46,10.8,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Corn,Corn,No tillage,No tillage,Poultry manure,Poultry manure,CC-NT,No cover crop,8216,8106,,
,USA,38.63,-75.46,10.8,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Corn,Corn,No tillage,No tillage,Composted poultry manure,Composted poultry manure,CC-NT,No cover crop,7243,8467,,
,USA,38.63,-75.46,10.8,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Corn,Corn,No tillage,No tillage,Commercial fertilizer,Commercial fertilizer,CC-NT,No cover crop,8060,8294,,
,USA,38.63,-75.46,10.8,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Corn,Corn,Conventional tillage,Conventional tillage,Poultry manure,Poultry manure,CC,No cover crop,8060,8122,,
,USA,38.63,-75.46,10.8,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Corn,Corn,Conventional tillage,Conventional tillage,Composted poultry manure,Composted poultry manure,CC,No cover crop,7871,8091,,
,USA,38.63,-75.46,10.8,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Corn,Corn,Conventional tillage,Conventional tillage,Commercial fertilizer,Commercial fertilizer,CC,No cover crop,8201,8372,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye,Rye,Cotton,Arable,No tillage,No tillage,0 Kg N per ha,0 Kg N per ha,CC-NT,Fallow,814,1107,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye,Rye,Cotton,Arable,Strip tillage,Strip tillage,0 Kg N per ha,0 Kg N per ha,CC,Fallow,480,674,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye,Rye,Cotton,Arable,Chisel tillage,Chisel tillage,0 Kg N per ha,0 Kg N per ha,CC,Fallow,802,857,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Vetch,Legume,Cotton,Arable,No tillage,No tillage,0 Kg N per ha,0 Kg N per ha,CC-NT,Fallow,814,661,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Vetch,Legume,Cotton,Arable,Strip tillage,Strip tillage,0 Kg N per ha,0 Kg N per ha,CC,Fallow,480,664,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Vetch,Legume,Cotton,Arable,Chisel tillage,Chisel tillage,0 Kg N per ha,0 Kg N per ha,CC,Fallow,802,657,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,No tillage,No tillage,0 Kg N per ha,0 Kg N per ha,CC-NT,Fallow,814,837,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,Strip tillage,Strip tillage,0 Kg N per ha,0 Kg N per ha,CC,Fallow,480,516,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,Chisel tillage,Chisel tillage,0 Kg N per ha,0 Kg N per ha,CC,Fallow,802,856,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,No tillage,No tillage,60 Kg N per ha,60 Kg N per ha,CC-NT,Fallow,814,1009,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,Strip tillage,Strip tillage,60 Kg N per ha,60 Kg N per ha,CC,Fallow,480,645,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,Chisel tillage,Chisel tillage,60 Kg N per ha,60 Kg N per ha,CC,Fallow,802,666,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,No tillage,No tillage,120 Kg N per ha,120 Kg N per ha,CC-NT,Fallow,814,824,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,Strip tillage,Strip tillage,120 Kg N per ha,120 Kg N per ha,CC,Fallow,480,594,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,Chisel tillage,Chisel tillage,120 Kg N per ha,120 Kg N per ha,CC,Fallow,802,647,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye,Rye,Sorghum,Arable,No tillage,No tillage,0 Kg N per ha,0 Kg N per ha,CC-NT,Fallow,2700,1500,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Vetch,Legume,Sorghum,Arable,No tillage,No tillage,0 Kg N per ha,0 Kg N per ha,CC-NT,Fallow,2700,3300,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Sorghum,Arable,No tillage,No tillage,0 Kg N per ha,0 Kg N per ha,CC-NT,Fallow,2700,3500,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye,Rye,Sorghum,Arable,No tillage,No tillage,65 Kg N per ha,65 Kg N per ha,CC-NT,Fallow,2200,2200,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Vetch,Legume,Sorghum,Arable,No tillage,No tillage,65 Kg N per ha,65 Kg N per ha,CC-NT,Fallow,2200,3700,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Sorghum,Arable,No tillage,No tillage,65 Kg N per ha,65 Kg N per ha,CC-NT,Fallow,2200,4100,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye,Rye,Sorghum,Arable,No tillage,No tillage,130 Kg N per ha,130 Kg N per ha,CC-NT,Fallow,3400,3300,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Vetch,Legume,Sorghum,Arable,No tillage,No tillage,130 Kg N per ha,130 Kg N per ha,CC-NT,Fallow,3400,3600,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Sorghum,Arable,No tillage,No tillage,130 Kg N per ha,130 Kg N per ha,CC-NT,Fallow,3400,4400,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,No tillage,No tillage,0 Kg N per ha,0 Kg N per ha,CC-NT,Fallow,814,692,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,Strip tillage,Strip tillage,0 Kg N per ha,0 Kg N per ha,CC,Fallow,480,826,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,Chisel tillage,Chisel tillage,0 Kg N per ha,0 Kg N per ha,CC,Fallow,802,1546,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,No tillage,No tillage,60 Kg N per ha,60 Kg N per ha,CC-NT,Fallow,814,640,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,Strip tillage,Strip tillage,60 Kg N per ha,60 Kg N per ha,CC,Fallow,480,774,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,Chisel tillage,Chisel tillage,60 Kg N per ha,60 Kg N per ha,CC,Fallow,802,1525,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,No tillage,No tillage,120 Kg N per ha,120 Kg N per ha,CC-NT,Fallow,814,509,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,Strip tillage,Strip tillage,120 Kg N per ha,120 Kg N per ha,CC,Fallow,480,464,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,Chisel tillage,Chisel tillage,120 Kg N per ha,120 Kg N per ha,CC,Fallow,802,787,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-10,30,65,25,,Sandy loam,6.6,Rye,Rye,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-10,30,65,25,,Sandy loam,6.6,Vetch,Legume,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-10,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-10,30,65,25,,Sandy loam,6.6,Rye,Rye,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-10,30,65,25,,Sandy loam,6.6,Vetch,Legume,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-10,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-10,30,65,25,,Sandy loam,6.6,Rye,Rye,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-10,30,65,25,,Sandy loam,6.6,Vetch,Legume,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-10,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-10,30,65,25,,Sandy loam,6.6,Rye,Rye,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-10,30,65,25,,Sandy loam,6.6,Vetch,Legume,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-10,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-10,30,65,25,,Sandy loam,6.6,Rye,Rye,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-10,30,65,25,,Sandy loam,6.6,Vetch,Legume,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-10,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-10,30,65,25,,Sandy loam,6.6,Rye,Rye,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-10,30,65,25,,Sandy loam,6.6,Vetch,Legume,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,0-to-10,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,10-to-30,30,65,25,,Sandy loam,6.6,Rye,Rye,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,10-to-30,30,65,25,,Sandy loam,6.6,Vetch,Legume,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,10-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,10-to-30,30,65,25,,Sandy loam,6.6,Rye,Rye,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,10-to-30,30,65,25,,Sandy loam,6.6,Vetch,Legume,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,10-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,10-to-30,30,65,25,,Sandy loam,6.6,Rye,Rye,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,10-to-30,30,65,25,,Sandy loam,6.6,Vetch,Legume,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,10-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,10-to-30,30,65,25,,Sandy loam,6.6,Rye,Rye,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,10-to-30,30,65,25,,Sandy loam,6.6,Vetch,Legume,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,10-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,10-to-30,30,65,25,,Sandy loam,6.6,Rye,Rye,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,10-to-30,30,65,25,,Sandy loam,6.6,Vetch,Legume,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,10-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,10-to-30,30,65,25,,Sandy loam,6.6,Rye,Rye,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,10-to-30,30,65,25,,Sandy loam,6.6,Vetch,Legume,Cotton,Arable,,,,,CC,Fallow,,,,
"Agricultural Research Station Farm, Georgia",USA,33.95,-83.38,208.4,,1233,,10-to-30,30,65,25,,Sandy loam,6.6,Rye/Vetch,LG,Cotton,Arable,,,,,CC,Fallow,,,,
"Rock Springs, Center County, PA",USA,40.73,-77.95,375.2,,,,Not-available,Not-available,,,,Silt loam,,Rye,Rye,Soybean,CSW,,,,,CC,No cover crop,3100,3100,,
"Rock Springs, Center County, PA",USA,40.73,-77.95,375.2,,,,Not-available,Not-available,,,,Silt loam,,Rye,Rye,Wheat,CSW,,,,,CC,No cover crop,5900,5800,,
"Rock Springs, Center County, PA",USA,40.73,-77.95,375.2,,,,Not-available,Not-available,,,,Silt loam,,Rye,Rye,Corn,CSW,,,,,CC,No cover crop,8200,8100,,
NWREC,USA,45.23,-122.76,48.4,,,,0-to-7.5,7.5,28,54,,Silt loam,5.4,Triticale,Grass,Broccoli,CVO,,,,,CC,Fallow,,,,
NWREC,USA,45.23,-122.76,48.4,,,,0-to-7.5,7.5,28,54,,Silt loam,5.4,Triticale/Winter_pea,LG,Broccoli,CVO,,,,,CC,Fallow,,,,
"VRS, Vegetable Research Station, Corvallis,  Oregon",USA,44.56,-123.26,59.6,,,,0-to-7.5,7.5,22,52,,Silt loam,5.9,Triticale/Winter_pea,LG,Sweetcorn,CVO,,,,,CC,Fallow,,,,
Salem,USA,44.94,-123.04,49.3,,,,0-to-7.5,7.5,46,38,,Clay loam,6.2,Triticale/Winter_pea,LG,Sweetcorn,CVO,,,,,CC,Fallow,,,,
Silverton,USA,45.01,-122.78,78.5,,,,0-to-7.5,7.5,7,67,,Clay,5.9,Triticale/Winter_pea,LG,Cauliflower,CVO,,,,,CC,Fallow,,,,
"VRS, Vegetable Research Station, Corvallis,  Oregon",USA,44.56,-123.26,59.6,,,,0-to-7.5,7.5,22,52,,Silt loam,5.9,Triticale/Winter_pea,LG,Greenbean,CVO,,,,,CC,Fallow,,,,
"VRS, Vegetable Research Station, Corvallis,  Oregon",USA,44.56,-123.26,59.6,,,,0-to-7.5,7.5,22,52,,Silt loam,5.9,Triticale/Winter_pea,LG,Greenbean,CVO,,,,,CC,Fallow,,,,
"VRS, Vegetable Research Station, Corvallis,  Oregon",USA,44.56,-123.26,59.6,,,,0-to-7.5,7.5,22,52,,Silt loam,5.9,Triticale/Winter_pea,LG,Greenbean,CVO,,,,,CC,Fallow,,,,
NWREC,USA,45.23,-122.76,48.4,,,,0-to-7.5,7.5,28,54,,Silt loam,5.4,Triticale,Grass,Sweetcorn,CVO,,,,,CC,Fallow,,,,
NWREC,USA,45.23,-122.76,48.4,,,,0-to-7.5,7.5,28,54,,Silt loam,5.4,Triticale/Winter_pea,LG,Sweetcorn,CVO,,,,,CC,Fallow,,,,
"VRS, Vegetable Research Station, Corvallis,  Oregon",USA,44.56,-123.26,59.6,,,,0-to-7.5,7.5,22,52,,Silt loam,5.9,Triticale/Winter_pea,LG,Greenbean,CVO,,,,,CC,Fallow,,,,
NWREC,USA,45.23,-122.76,48.4,,,,0-to-7.5,7.5,28,54,,Silt loam,5.4,Triticale,Grass,Greenbean,CVO,,,,,CC,Fallow,,,,
NWREC,USA,45.23,-122.76,48.4,,,,0-to-7.5,7.5,28,54,,Silt loam,5.4,Triticale/Winter_pea,LG,Greenbean,CVO,,,,,CC,Fallow,,,,
"VRS, Vegetable Research Station, Corvallis,  Oregon",USA,44.56,-123.26,59.6,,,,0-to-7.5,7.5,22,52,,Silt loam,5.9,Triticale/Winter_pea,LG,Greenbean,CVO,,,,,CC,Fallow,,,,
NWREC,USA,45.23,-122.76,48.4,,,,0-to-7.5,7.5,28,54,,Silt loam,5.4,Triticale,Grass,Sweetcorn,CVO,,,,,CC,Fallow,,,,
NWREC,USA,45.23,-122.76,48.4,,,,0-to-7.5,7.5,28,54,,Silt loam,5.4,Triticale/Winter_pea,LG,Sweetcorn,CVO,,,,,CC,Fallow,,,,
"VRS, Vegetable Research Station, Corvallis,  Oregon",USA,44.56,-123.26,59.6,,,,0-to-7.5,7.5,22,52,,Silt loam,5.9,Triticale/Winter_pea,LG,Greenbean,CVO,,,,,CC,Fallow,,,,
NWREC,USA,45.23,-122.76,48.4,,,,0-to-7.5,7.5,28,54,,Silt loam,5.4,Triticale,Grass,Greenbean,CVO,,,,,CC,Fallow,,,,
NWREC,USA,45.23,-122.76,48.4,,,,0-to-7.5,7.5,28,54,,Silt loam,5.4,Triticale/Winter_pea,LG,Greenbean,CVO,,,,,CC,Fallow,,,,
"VRS, Vegetable Research Station, Corvallis,  Oregon",USA,44.56,-123.26,59.6,,,,0-to-7.5,7.5,22,52,,Silt loam,5.9,Triticale/Winter_pea,LG,Greenbean,CVO,,,,,CC,Fallow,,,,
NWREC,USA,45.23,-122.76,48.4,,,,0-to-7.5,7.5,28,54,,Silt loam,5.4,Triticale,Grass,Sweetcorn,CVO,,,,,CC,Fallow,,,,
NWREC,USA,45.23,-122.76,48.4,,,,0-to-7.5,7.5,28,54,,Silt loam,5.4,Triticale/Winter_pea,LG,Sweetcorn,CVO,,,,,CC,Fallow,,,,
"VRS, Vegetable Research Station, Corvallis,  Oregon",USA,44.56,-123.26,59.6,,,,0-to-7.5,7.5,22,52,,Silt loam,5.9,Triticale/Winter_pea,LG,Greenbean,CVO,,,,,CC,Fallow,,,,
NWREC,USA,45.23,-122.76,48.4,,,,0-to-7.5,7.5,28,54,,Silt loam,5.4,Triticale,Grass,Greenbean,CVO,,,,,CC,Fallow,,,,
NWREC,USA,45.23,-122.76,48.4,,,,0-to-7.5,7.5,28,54,,Silt loam,5.4,Triticale/Winter_pea,LG,Greenbean,CVO,,,,,CC,Fallow,,,,
"VRS, Vegetable Research Station, Corvallis,  Oregon",USA,44.56,-123.26,59.6,,,,0-to-7.5,7.5,22,52,,Silt loam,5.9,Triticale/Winter_pea,LG,Greenbean,CVO,,,,,CC,Fallow,,,,
"VRS, Vegetable Research Station, Corvallis,  Oregon",USA,44.56,-123.26,59.6,,,,0-to-7.5,7.5,22,52,,Silt loam,5.9,Triticale/Winter_pea,LG,Greenbean,MTT,,,,,CC,Fallow,,,,
"VRS, Vegetable Research Station, Corvallis,  Oregon",USA,44.56,-123.26,59.6,,,,0-to-7.5,7.5,22,52,,Silt loam,5.9,Triticale/Winter_pea,LG,Greenbean,MTT,,,,,CC,Fallow,,,,
"VRS, Vegetable Research Station, Corvallis,  Oregon",USA,44.56,-123.26,59.6,,,,0-to-7.5,7.5,22,52,,Silt loam,5.9,Triticale/Winter_pea,LG,Greenbean,MTT,,,,,CC,Fallow,,,,
"VRS, Vegetable Research Station, Corvallis,  Oregon",USA,44.56,-123.26,59.6,,,,0-to-7.5,7.5,22,52,,Silt loam,5.9,Triticale/Winter_pea,LG,Greenbean,MTT,,,,,CC,Fallow,,,,
Delta branch experiment station clarkedale,USA,34.2,-90.58,55.3,,,,0-to-15,15,,,,Silt loam,,Rye,Rye,Cotton,Arable,,,448 (13-13-13)+112 NH4NO3 Kg per ha,448 (13-13-13)+112 NH4NO3 Kg per ha,CC,No cover crop,2350,2434,,
Delta branch experiment station clarkedale,USA,34.2,-90.58,55.3,,,,0-to-15,15,,,,Silt loam,,Vetch,Legume,Cotton,Arable,,,448 (13-13-13)+112 NH4NO3 Kg per ha,448 (13-13-13)+112 NH4NO3 Kg per ha,CC,No cover crop,2350,2492,,
